Numero control Encuesta;Departamento;Tipo: H o R;Tamano;Sexo;Edad;Es jefe de hogar;Personas que dependen;Cuantos aportan al hog;Lugar nacimiento codigo;Otro pais. Especificar;Ano llego Uruguay ultima vez;Nivel educ formal;Alguno de los estudios que;Especifique si es otro;Realizo cursos rel con cargo;Han sido pagados por;Segunda opcion;Total horas de cursos;Tiene otro trabajo;Sector del otro trab;Especifique sin no es turismo;Tipo contrato;Termino del contrato;Especifique meses/u otro termino;Contrato por empresa para la que hace tarea;Esta en caja;Aporta por 100% salario;Si no en caja: goza benef;Tipo horario;Especifique tipo horario;Criterio dia libre;Horas que trabaja en la semana;Razon empleo es parcial;Especifique razon;Trabaja todos meses del ano;Cual es el motivo prinicpal por el que no trabaja todos los;Otro motivo. Especificar;En este empleo pertenece a un sindicato;Conoce usted los beneficios de la neg colect;Codigo Seccion o depto trabaja;Nombre seccion o depto donde trabaja;Codigo puesto/cargo de contrato;Nombre puesto/cargo de contrato;Realiza tareas diferentes puestos;Antiguedad ANOS;Si no tenia experiencia previa en el ramo..Ramo de donde proviene;Especificar ramo;Cual es la Principal razon trabaja en rubro;Especifique razon estar en rubro;Salario mensual sin propina;Rango sal mens sin propina;Cuanto gana hora/dia;Propina mes/temp alta;Propina mes/temp baja;Estoy activamente buscando otras;El ano que viene voy a  buscar otro trabajo;Voy a cambiar de trabajo a primera oportunidad;Tengo la intencion de renunciar;Motivo principal por el que esta buscando;Me sentiria culpable;Siento una responsabilidad;Si tuviera una oferta;Creo que no podria;Aunque fuera ventajoso;Esta empresa se merece;Seria muy feliz si;Realmente siento los;Esta empresa significa;En esta empresa me;Siento amor por mi empresa;Me gusta la tarea que ;Estoy satisfecho con las posibilidades;Estoy satisfecho con mi trabajo;Mi salario me satisface;Estoy satisfecho con cantidad de horas;Limpieza, iluminacion ventilacion;El entorno fisico y el espacio;Los medios materiales que tengo;En mi empresa tengo satisfactorias oportunidades;Estoy satisfecho con la formacion;La forma en que se lleva a cabo la negociacion;La supervision que ejercen sobre mi;Estoy satisfecho de como mi empresa cumple el convenio;Estoy satisfecho con la estabilidad;Estoy satisfecho con el grado de participacion;Me gusta la forma en que mis superiores juzgan;Me satisface mi capacidad actual;Mi empresa me trata con buena jusicia;Estoy contento con el apoyo;Me satisface mi actual grado;Estoy satisfecho con las relaciones;Estoy satisfecho con los incentivos;Estoy contento con el nivel;Estoy satisfecho con mi jornada;Estoy satisfecho con las normas de seguridad;Satisfaccion Global
283;Maldonado;Hotel;33;Mujer;47;Si;1;0;Uruguay;; ;BasicaCompleta;Ninguno;99;No;99;;99;Si;Otro;AYUDANTE DE COCINA EN CASA DE FAMILIA BRASILERA;Verbal;No tengo contrato; ;1;No;99;NULL;Turno fijo diurno;NULL;2;56;99;99;No;2;99;No;No;17;Habitaciones Ama de llaves;17.2.;Mucama       ;Si, mismo nivel;8;99;NULL;Otro;YA SE ACOSTUMBRO;NULL;6;99;NULL;99;DefinitivamanteSi;Tal vez Si;DefinitivamanteSi;Tal vez No;Teme quedar sin empleo0;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Moderadamente desacuerdo;Totalmente desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo
284;Maldonado;Hotel;50;Mujer;49;No;2;1;Uruguay;; ;Universitaria(Completa);Otro.Especificar;ITHU;Si;3;;48;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;48;99;99;Si;99;99;No;Si;7;Gestion humana - apoyo ;7.4.;Jefe de Gestion Humana    ;Generalmente no;18;99;NULL;Siempre quise;99;NULL;8;99;NULL;99;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Totalmente desacuerdo;Moderadamente desacuerdo;Totalmente desacuerdo;Moderadamente desacuerdo;Moderadamente desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
285;Maldonado;Hotel;50;Mujer;42;No;1;1;Uruguay;; ;TenicaSuperior(Completa);Otro.Especificar;ESCUELA DE HOTELERIA. TECNICO SUP. HOTELERIA;Si;2;3;100;No;99;99;Verbal;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;44;99;99;Si;99;99;No;Si;12;Habitaciones Recepcion;12.2.;Recepcionista       ;Generalmente no;13;99;NULL;Otro;LA VIDA LA LLEVO;NULL;8;99;NULL;99;DefinitivamanteSi;DefinitivamanteSi;Tal vez Si;DefinitivamanteSi;Tener tiempo familia;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;No sabe;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo
286;Maldonado;Hotel;50;Mujer;54;No;0;1;Uruguay;; ;MediaSecundaria(Incompleta);Ninguno;99;Si;6;;36;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;44;99;99;Si;99;99;No;No;17;Habitaciones Ama de llaves;17.5.;Gobernanta-Jefe de ama de llaves   ;Si, nivel inferior;17;Turismo; ;Otro;ASI SE DIO;NULL;7;99;NULL;99;DefinitivamenteNo;Tal vez No;Tal vez Si;DefinitivamenteNo;Mejorara ingresos;Totalmente desacuerdo;Moderadamente de acuerdo;Moderadamente desacuerdo;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
287;Maldonado;Hotel;50;Hombre;56;Si;3;2;Uruguay;;1990;BasicaCompleta;Ninguno;99;Si;2;;29;No;99;99;Verbal;No tengo contrato; ;1;Si;1;99;Turno fijo diurno;NULL;1;44;99;99;Si;99;99;No;No;22;Alimentos y bebidas/ Sala-Restaurantes;22.2.;Mozo       ;Si, todos los niveles;18;99;NULL;Siempre quise;99;NULL;7;99;6200;NULL;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
288;Maldonado;Hotel;40;Hombre;31;Si;1;1;Uruguay;; ;Universitaria(Completa);Otro.Especificar;UNIVERSIDAD FRANCISCO DE ASIS. LICENCIATURA EN TURISMO;Si;1;3;20;Si;Otro;DOCENTE Y ACESOR TURISTICO;Escrito;Permanente;99;1;Si;1;99;Turno rotativo con noche;NULL;1;44;99;99;Si;99;99;No;Si;18;Habitaciones Reservas;18.1.;Asistente de reservas     ;Si, mismo nivel;1;99;NULL;Siempre quise;99;NULL;8;99;NULL;99;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Totalmente desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo
289;Maldonado;Hotel;40;Mujer;39;No;0;1;Uruguay;;1991;MediaSecundaria(Incompleta);Ninguno;99;Si;4;;96;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;40;4;ASI ARREGLARON;Si;99;99;No;Si;8;Contabilidad y finanzas - apoyo;8.3.;Administrativo contable /financiero     ;Generalmente no;5;99;NULL;Otro;SE ABOCO A LA ADMINISTRACION Y NO QUERIA TRABAJAR EN LO PUBLICO ;NULL;7;99;NULL;99;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
290;Maldonado;Hotel;40;Mujer;35;No;1;1;Uruguay;; ;MediaCompleta;Otro.Especificar;UTU PEQUENAS Y MEDIANAS EMPRESAS;Si;3;;100;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno rotativo exceoto noche;NULL;1;44;99;99;Si;99;99;No;No;12;Habitaciones Recepcion;12.2.;Recepcionista       ;Generalmente no;6;Turismo; ;No sabe;99;NULL;7;99;5250;1750;DefinitivamenteNo;Tal vez Si;Tal vez No;Tal vez Si;Mejorara ingresos;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Moderadamente desacuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Ni decuedo ni desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;No sabe;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo
291;Maldonado;Hotel;40;Mujer;42;Si;1;1;Uruguay;; ;BasicaCompleta;Ninguno;99;No;99;;99;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo nocturno;NULL;2;44;99;99;Si;99;99;No;Si;17;Habitaciones Ama de llaves;17.2.;Mucama       ;Generalmente no;5;99;NULL;Siempre quise;99;NULL;6;99;NULL;99;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
292;Maldonado;Hotel;36;Hombre;42;Si;4;2;OtroPais;NULL;2018;Universitaria(Completa);Otro.Especificar;LICENCIATURA ESCUELA DE NEGOCIOS DE HOTELERIA, ;Si;2;3;100;No;99;99;Escrito;A termino meses;12;2;Si;1;99;Turno rotativo con noche;NULL;1;48;99;99;Si;99;99;No;Si;7;Gestion humana - apoyo ;7.3.;CoordinadorFormacion/GestioHumana    ;Si, de nivel superior;1;99;NULL;Siempre quise;99;NULL;6;99;NULL;99;Tal vez Si;Tal vez No;DefinitivamenteNo;DefinitivamenteNo;Trabajo acorde formacion;Ni decuedo ni desacuerdo;Moderadamente desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Totalmente de acuerdo;Totalmente desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;En desacuerdo;No sabe;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo
293;Maldonado;Hotel;36;Mujer;40;No;0;1;Uruguay;; ;MediaCompleta;Ninguno;99;Si;6;;100;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;44;99;99;Si;99;99;No;No;12;Habitaciones Recepcion;12.2.;Recepcionista       ;Generalmente no;1;99;NULL;Siempre quise;99;NULL;5;99;NULL;99;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Totalmente desacuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
294;Maldonado;Hotel;36;Mujer;28;Si;1;0;Uruguay;; ;MediaSecundaria(Incompleta);Ninguno;99;No;99;;99;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;44;99;99;Si;99;99;No;No;17;Habitaciones Ama de llaves;17.2.;Mucama       ;Si, mismo nivel;5;99;NULL;No encontre mejor opcion;99;NULL;6;99;NULL;99;Tal vez Si;DefinitivamenteNo;DefinitivamanteSi;DefinitivamenteNo;Mejorara ingresos;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Moderadamente desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;De acuerdo;De acuerdo;En desacuerdo;;De acuerdo;;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;No sabe;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
295;Maldonado;Hotel;18;Hombre;46;Si;4;1;Uruguay;; ;MediaCompleta;Ninguno;99;Si;2;3;100;No;99;99;Verbal;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;44;99;99;Si;99;99;No;Si;12;Habitaciones Recepcion;12.6.;Jefe de recepcion     ;Si, todos los niveles;5;99;NULL;Otro;LA VIDA LO FUE LLEVANDO, ACUMULO EXPERIENCIA Y LE GUSTO. ;NULL;9;99;NULL;99;Tal vez Si;Tal vez Si;Tal vez No;Tal vez Si;Trabajo acorde formacion;Moderadamente de acuerdo;Moderadamente de acuerdo;Moderadamente desacuerdo;Moderadamente desacuerdo;Moderadamente desacuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
296;Maldonado;Hotel;18;Mujer;42;No;1;1;Uruguay;; ;MediaSecundaria(Incompleta);Ninguno;99;No;99;;99;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;44;99;99;Si;99;99;No;No;17;Habitaciones Ama de llaves;17.2.;Mucama       ;Generalmente no;5;99;NULL;Otro;GUSTO;NULL;4;99;NULL;99;DefinitivamenteNo;Tal vez Si;DefinitivamenteNo;DefinitivamenteNo;Teme quedar sin empleo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Moderadamente de acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
297;Maldonado;Hotel;45;Hombre;31;Si;3;0;Uruguay;; ;Universitaria(Incompleta);Otro.Especificar;TECNICATURA EN TURISMO Y MARKETING ONLINE EUROPA;Si;1;2;40;No;99;99;Escrito;Permanente;99;1;Si;1;99;Otro;DISPOSICION DEL HOTEL;1;60;99;99;Si;99;99;No;Si;5;Gerencia general - apoyo;5.2;Gerente general      ;Si, nivel inferior;3;Turismo; ;Otro;GUSTO, OPORTUNIDADES, LUGAR DONDE VIVE;NULL;10;99;NULL;99;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Moderadamente desacuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
298;Maldonado;Hotel;45;Hombre;25;No;0;1;Uruguay;; ;TecinaSuperior(Incompleta);LicenciaturaTurismo(UDELAR);99;Si;3;;48;No;99;99;Escrito;Permanente;99;1;Si;1;99;Turno rotativo exceoto noche;NULL;1;44;99;99;Si;99;99;No;No;9;Marketing y ventas - apoyo;9.1.;Ejecutivo de Ventas     ;Generalmente no;2;99;NULL;Otro;EMPRENDIMIENTO FAMILIAR LO LLEVO A EMPEZAR;NULL;7;99;5250;700;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Moderadamente de acuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
299;Maldonado;Hotel;45;Hombre;58;Si;5;0;OtroPais;NULL;1963;Universitaria(Completa);Otro.Especificar;ORT, GERENCIA Y RECURSOS HUMANOS;Si;2;;96;Si;Turismo;99;Escrito;Permanente;99;1;Si;1;99;Turno fijo diurno;NULL;1;44;99;99;Si;99;99;No;Si;1;Mantenimiento;1.5.;Supervisor de Mantenimiento     ;Generalmente no;1;99;NULL;Siempre quise;99;NULL;7;99;NULL;99;Tal vez Si;DefinitivamanteSi;DefinitivamenteNo;Tal vez Si;Trabajo acorde formacion;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Totalmente desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo
300;Maldonado;Hotel;45;Hombre;24;No;0;2;Uruguay;; ;TecinaSuperior(Incompleta);Otro.Especificar;TECNICATURA EN GERENCIA;Si;3;;100;No;99;99;Escrito;Otro;A PRUEBA POR 3 MESES;1;Si;1;99;Turno rotativo exceoto noche;NULL;1;44;99;99;Si;99;99;No;No;12;Habitaciones Recepcion;12.2.;Recepcionista       ;Si, todos los niveles;1;99;NULL;Siempre quise;99;NULL;5;99;NULL;99;DefinitivamenteNo;Tal vez Si;DefinitivamenteNo;DefinitivamenteNo;Tener tiempo estudio/actividades;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;Ni decuedo ni desacuerdo;NULL;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
301;Maldonado;Hotel;84;Mujer;46;No;1;1;Uruguay;; ;MediaSecundaria(Incompleta);Ninguno;99;No;99;;99;No;99;99;Verbal;No tengo contrato; ;1;Si;1;99;Turno fijo diurno;NULL;1;44;99;99;Si;99;99;No;No;12;Habitaciones Recepcion;12.2.;Recepcionista       ;Generalmente no;16;99;NULL;Siempre quise;99;NULL;6;99;NULL;99;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Totalmente de acuerdo;Moderadamente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
302;Maldonado;Hotel;84;Hombre;54;Si;2;0;Uruguay;; ;TenicaSuperior(Completa);UTU-Turismo;99;No;99;;99;No;99;99;Verbal;No tengo contrato; ;1;Si;1;99;Turno fijo nocturno;NULL;1;48;99;99;Si;99;99;No;No;12;Habitaciones Recepcion;12.2.;Recepcionista       ;Si, mismo nivel;16;99;NULL;Otro;NO TENIA OTRA OPCION Y SIEMPRE ENGANCHO CON ESTA;NULL;7;99;NULL;99;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Totalmente desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Totalmente desacuerdo;Moderadamente desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
303;Maldonado;Hotel;84;Mujer;37;No;1;2;Uruguay;; ;BasicaCompleta;Ninguno;99;No;99;;99;No;99;99;Verbal;No tengo contrato; ;1;Si;1;99;Turno fijo diurno;NULL;1;44;99;99;No;5;A veces van a unos meses a seguro de paro (ano por medio) falta de clientes;No;Si;17;Habitaciones Ama de llaves;17.2.;Mucama       ;Generalmente no;13;99;NULL;Otro;SE DIO LA OPORTINIDAD;NULL;4;99;1000;NULL;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;DefinitivamenteNo;99;Totalmente desacuerdo;Totalmente desacuerdo;Ni decuedo ni desacuerdo;Totalmente desacuerdo;Totalmente desacuerdo;Totalmente de acuerdo;NULL;Ni decuedo ni desacuerdo;Moderadamente de acuerdo;Ni decuedo ni desacuerdo;Totalmente de acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;No sabe;De acuerdo;No sabe;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo;En desacuerdo;De acuerdo;De acuerdo;De acuerdo;De acuerdo
